# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;9
# predict;GDP253
# prediction_type;rolling
# method; GFSM_(n_components=6)
"GDP253";"GDP255";"HSBR";"GDP274_2";"LHU27";"Sfygt10";"GDP275A"
51.532;68.069;1452.66666666667;144.855;820.333333333333;2.7;75.77
50.865;68.901;1445;144.655;801.333333333333;2.09;76.73
52.289;69.453;1508.33333333333;144.74;736.666666666667;1.23;77.348
51.966;69.909;1354.33333333333;144.371;679;0.666666666666667;78.317
52.71;70.236;1359.66666666667;143.463;654.666666666667;0.363333333333333;80.109
53.901;70.662;1310.33333333333;144.068;593.333333333333;0.263333333333333;80.228
52.168;71.414;1377;143.992;645.333333333333;0.253333333333333;80.714
54.545;71.612;1441;143.769;635.666666666667;0.663333333333333;82.547
52.737;72.528;1103.66666666667;143.301;644.333333333333;0.93;83.153
52.178;73.11;1041;143.067;733;1.22666666666667;84.679
50.666;73.082;909;142.567;814;1.40666666666667;86.525
49.187;73.007;850;142.671;907.666666666667;1.99333333333333;86.377
49.444;73.732;957;142.3;1044;2.57;86.635
50.226;74.038;963.666666666667;141.554;1155.66666666667;2.56333333333333;86.844
49.398;74.47;1012;140.721;1371.66666666667;2.80666666666667;87.26
51.33;75.355;1101.66666666667;140.935;1699.33333333333;3.41;87.464
51.735;76.05;1055.66666666667;140.244;1961.33333333333;3.69666666666667;87.862
52.861;76.768;1092.66666666667;139.293;2102.66666666667;3.53333333333333;88.418
53.953;77.343;1142;138.868;2080.66666666667;3.67333333333333;88.677
54.483;77.73;1127;137.555;1893;3.32;88.996
56.316;78.024;1115.33333333333;137.274;1731.66666666667;3.02333333333333;88.981
56.998;78.902;1218.33333333333;136.763;1765.33333333333;2.61333333333333;88.758
58.509;79.501;1368.33333333333;136.697;1797;2.54666666666667;89.157
59.917;80.226;1333.66666666667;136.613;1757.33333333333;2.82333333333333;89.009
60.617;80.631;1381.66666666667;136.686;1674;3.09666666666667;89.235
61.281;81.088;1374.66666666667;136.473;1558;2.85666666666667;90.022
63.469;81.472;1377.66666666667;134.661;1476;2.55666666666667;90.153
62.233;81.992;1254;133.976;1301.33333333333;1.74666666666667;90.213
62.956;82.752;1278.33333333333;132.733;1321.33333333333;1.02333333333333;90.564
64.83;83.323;1387;131.344;1248.66666666667;0.956666666666667;90.782
66.026;83.827;1424;129.599;1229.33333333333;0.633333333333333;90.958
66.736;84.662;1414.66666666667;128.314;1246.66666666667;0.98;91.718
68.938;85.149;1449.66666666667;126.162;1358.66666666667;1.7;92.568
69.508;85.688;1418.33333333333;124.96;1271.66666666667;1.68333333333333;92.577
70.919;86.18;1393.66666666667;123.066;1161.33333333333;1.36666666666667;93.403
72.965;86.992;1421;121.207;1119;1.50333333333333;93.833
72.731;87.733;1412.33333333333;119.205;1077.33333333333;1.65;93.678
76.065;88.717;1461;117.404;1075.66666666667;1.19666666666667;93.801
77.98;89.635;1474.66666666667;115.966;985.333333333333;0.816666666666667;94.026
78.327;90.663;1602.33333333333;114.324;956.666666666667;0.533333333333333;93.578
81.947;91.68;1550.66666666667;113.169;837;0.62;93.521
84.228;92.701;1613.66666666667;110.565;851.666666666667;0.38;93.973
89.226;92.998;1711;108.464;845.333333333333;0.416666666666667;94.213
88.891;94.083;1705.66666666667;106.988;743;0.576666666666667;94.566
93.085;95.155;1647.33333333333;105.518;742.666666666667;1.08666666666667;95.801
95.066;96.269;1634.66666666667;103.916;715.666666666667;1.23333333333333;96.751
95.725;97.103;1668;102.293;695.333333333333;1.09666666666667;97.575
101.097;98.53;1690;101.51;665.333333333333;0.96;98.816
98.609;99.474;1570.66666666667;100.677;623;0.463333333333333;99.717
100.056;100.521;1554.66666666667;99.595;684.333333333333;-0.123333333333333;100.562
100.238;101.475;1578;98.217;620.666666666667;-0.45;100.905
101.877;101.758;1671.33333333333;96.407;695.333333333333;0.233333333333333;101.256
101.802;102.218;1652.33333333333;94.639;682;1.61;102.121
102.576;102.519;1592.66666666667;93.251;792.666666666667;1.81;101.895
111.051;103.114;1632.33333333333;91.939;1047;2.86333333333333;100.852
109.858;103.579;1714.33333333333;90.229;1249;3.35333333333333;100.895
110.84;104.247;1714.33333333333;89.384;1557.33333333333;3.38333333333333;102.238
113.908;104.585;1745.33333333333;88.188;1579;2.61666666666667;102.464
112.404;105.055;1822;86.95;1773.33333333333;2.67333333333333;102.76
112.521;105.458;1806.33333333333;85.7;1807.33333333333;2.76333333333333;104.175
116.971;105.917;1837.66666666667;84.02;1985.33333333333;2.58;103.423
121.579;106.664;1937.33333333333;82.172;1993.66666666667;3.30333333333333;104.424
121.783;107.415;1972.33333333333;81.464;1965.33333333333;3.37;104.558
123.502;108.502;1994.66666666667;81.012;1916.66666666667;3.10333333333333;105.918
124.094;109.309;2080;80.38;1817;3.52333333333333;107.53
126.432;110.088;2069.66666666667;79.382;1674.33333333333;2.81666666666667;107.903
128.58;111.003;2086;78.9;1697.33333333333;2.16666666666667;109.153
128.761;111.465;2105;78.118;1633.66666666667;1.76;109.554
132.478;111.946;2137.66666666667;77.609;1509.33333333333;1.29666666666667;110.1
134.236;112.995;2228.33333333333;76.244;1421.33333333333;0.853333333333333;113.057
130.112;113.696;2169.33333333333;75.419;1379.66666666667;0.663333333333333;113.712
135.877;114.149;2157;74.614;1264.33333333333;0.176666666666667;113.794
136.485;114.938;1923.33333333333;73.79;1277;0.366666666666667;115.155
137.652;115.495;1713.33333333333;72.879;1296.33333333333;-0.01;116.412
139.081;116.612;1581;72.043;1095.33333333333;-0.273333333333333;114.578
142.162;117.494;1581;71.27;1192.33333333333;-0.303333333333333;116.025
143.894;117.916;1481.33333333333;70.554;1168.33333333333;0.11;117.83
144.72;118.605;1335.33333333333;69.426;1285.33333333333;0.426666666666667;118.682
144.856;119.02;1160;68.445;1327.66666666667;0.87;121.092
143.284;119.739;988.333333333333;68.115;1320;1.62;123.059
142.273;119.937;1032.66666666667;67.161;1522;2.26;125.021
136.695;119.916;866.333333333333;66.716;1879;2.37;128.129
128.413;120.376;630.666666666667;65.972;2357.66666666667;2.95666666666667;122.455
