# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;9
# predict;GDP251
# prediction_type;rolling
# method; GFSM_(n_components=4)
"GDP251";"LHEL";"CPILFESL";"FM2";"FYGM6"
37.608;76.6666666666667;37.0666666666667;562.266666666667;5.69
38.201;79.3333333333333;37.5666666666667;571.866666666667;6.24666666666667
38.31;79.3333333333333;38.1666666666667;576.9;6.34333333333333
38.548;77.6666666666667;38.7;580.566666666667;7.25
38.365;77;39.2333333333333;585.566666666667;7.60333333333333
38.301;69.6666666666667;39.8333333333333;587.733333333333;7.19333333333333
38.373;62;40.5666666666667;591.7;6.82666666666667
38.714;57;41.1;605.066666666667;6.50666666666667
38.299;53;41.7666666666667;621.333333333333;5.50666666666667
39.361;51.6666666666667;42.1666666666667;641.3;3.91666666666667
39.583;53.3333333333333;42.6;666.033333333333;4.45333333333333
39.897;54.3333333333333;42.9666666666667;685.866666666667;5.27333333333333
40.011;55.6666666666667;43.2;704.433333333333;4.40333333333333
40.722;60.3333333333333;43.5666666666667;725.633333333333;3.80333333333333
41.684;63.3333333333333;43.9;743.833333333333;4.23333333333333
42.081;67.6666666666667;44.2333333333333;768.833333333333;4.72666666666667
42.77;75;44.4666666666667;794.366666666667;5.17333333333333
43.856;82;44.8;813.233333333333;5.98666666666667
44.363;81.6666666666667;45.2666666666667;826.6;6.79
44.127;82.3333333333333;45.7333333333333;838.2;8.40666666666667
44.548;81;46.5;849;7.61333333333333
44.162;77.3333333333333;47.2333333333333;864.666666666667;7.48
44.29;77.6666666666667;48.4666666666667;875.1;8.28
43.861;71.6666666666667;50.1333333333333;884.466666666667;8.52666666666667
43.689;59;51.6;898;7.45666666666667
43.166;50;52.7;915.133333333333;5.86666666666667
43.482;50;53.5333333333333;948.666666666667;5.73333333333333
44.218;53;54.2333333333333;983.233333333333;6.78666666666667
44.798;55.3333333333333;55.1666666666667;1006.96666666667;5.96666666666667
45.806;59.3333333333333;56.2;1038.96666666667;5.26
46.148;61.3333333333333;56.9666666666667;1070.16666666667;5.52333333333333
46.369;61.6666666666667;57.9;1098.6;5.41
46.701;64;58.7;1138.4;4.81666666666667
47.265;68.6666666666667;59.6666666666667;1177.1;4.87
48.193;73.6666666666667;60.6333333333333;1208.8;5.07
49.056;78;61.5;1236.63333333333;5.75666666666667
49.051;85;62.3333333333333;1262.23333333333;6.41333333333333
49.209;89.3333333333333;63.4333333333333;1285.8;6.69
51.148;96.6666666666667;64.7333333333333;1309.8;6.99333333333333
51.652;97.6666666666667;66.1333333333333;1334.2;7.6
52.332;102.666666666667;67.6;1359.13333333333;9.05
52.434;100.666666666667;69.1666666666667;1379.06666666667;9.45
52.484;102.666666666667;70.8;1411.76666666667;9.36333333333333
52.862;102.666666666667;72.6333333333333;1445.16666666667;9.64333333333333
53.017;101.666666666667;74.8333333333333;1466.66666666667;11.7733333333333
53.186;94.6666666666667;77.6;1492.33333333333;13.2433333333333
52.113;78.3333333333333;80.2;1514.56666666667;9.61
52.026;78.6666666666667;81.4;1560.33333333333;9.34666666666667
52.991;82;83.9333333333333;1593.46666666667;13.2566666666667
54.065;80.6666666666667;85.9;1620.73333333333;13.6466666666667
53.643;80.3333333333333;87.8;1664.56666666667;14.2766666666667
54.292;78;90.7666666666667;1694.06666666667;15.06
53.615;69.3333333333333;92.5333333333333;1737.8;12.2133333333333
52.736;64.3333333333333;93.6666666666667;1777.13333333333;13.07
53.019;58.3333333333333;95.4;1815.1;12.5533333333333
52.819;51.3333333333333;97;1848.2;10.3766666666667
52.866;50;97.3333333333333;1890.1;8.26333333333333
53.518;52.6666666666667;97.9333333333333;1993.26666666667;8.17666666666667
54.725;58.3333333333333;98.9;2044.13333333333;8.47
55.805;65.3333333333333;100.133333333333;2076.2;9.30666666666667
56.947;73.6666666666667;101.433333333333;2113.93333333333;8.97666666666667
58.061;80;102.833333333333;2159.46666666667;9.28333333333333
59.06;86;104.1;2205.9;10.22
59.634;87.6666666666667;105.4;2234.93333333333;10.5333333333333
60.124;89.3333333333333;106.466666666667;2284.5;8.98666666666667
60.68;90.3333333333333;107.633333333333;2353.26666666667;8.43
61.198;91.6666666666667;108.766666666667;2395.03333333333;7.65666666666667
62.155;92;109.733333333333;2445.76666666667;7.26333333333333
62.632;91.6666666666667;111;2481.8;7.25666666666667
63.231;91;112.2;2518.5;6.94666666666667
63.482;91;113.133333333333;2585.13333333333;6.18
64.09;92;114.2;2650.06666666667;5.58666666666667
64.413;94;115.3;2709.03333333333;5.40666666666667
64.837;95;116.233333333333;2751.56666666667;5.54333333333333
65.55;98.6666666666667;117.633333333333;2775.1;5.98
66.145;102.333333333333;118.733333333333;2792.36666666667;6.18333333333333
67.3;103.666666666667;120.1;2824.23333333333;6.41333333333333
67.629;102.666666666667;121.266666666667;2873.9;6.03
68.489;103;122.733333333333;2929.5;6.49333333333333
68.854;102.666666666667;124.1;2957.6;7.27
69.763;103.333333333333;125.6;2983.6;7.86
70.471;102;126.933333333333;3000.03333333333;8.58666666666667
70.933;99;128.3;3020.66666666667;8.33
71.439;95.3333333333333;129.533333333333;3078.9;7.69666666666667
71.62;95.6666666666667;131.1;3139.36666666667;7.51
72.447;93;132.766666666667;3184.3;7.7
72.632;87.3333333333333;134.5;3210.63333333333;7.74333333333333
72.637;82.6666666666667;136.5;3245;7.40666666666667
72.088;72.3333333333333;138.066666666667;3269.5;6.96333333333333
71.721;64.6666666666667;140.066666666667;3309.7;6.04333333333333
72.186;62.6666666666667;141.333333333333;3347.93333333333;5.69
72.535;61;142.866666666667;3360.1;5.44666666666667
72.875;59.6666666666667;144.2;3370.8;4.58333333333333
73.63;61.3333333333333;145.466666666667;3399.63333333333;3.99333333333333
74.34;62.3333333333333;146.733333333333;3401.76666666667;3.79666666666667
75.069;62;147.866666666667;3405.9;3.15
75.896;64.3333333333333;149.2;3430.33333333333;3.24666666666667
75.988;66.3333333333333;150.5;3420.93333333333;3.08666666666667
76.373;67;151.766666666667;3435.9;3.08
76.765;70;152.666666666667;3452.66666666667;3.12
77.798;74.3333333333333;153.866666666667;3473.36666666667;3.20333333333333
78.589;81.6666666666667;154.866666666667;3484.4;3.45333333333333
79.614;81.3333333333333;155.933333333333;3494.86666666667;4.41333333333333
80.06;83.3333333333333;157.1;3496.96666666667;4.89
80.999;88.3333333333333;158.1;3496.33333333333;5.77333333333333
81.224;86.6666666666667;159.433333333333;3500.76666666667;6.04333333333333
81.369;82.6666666666667;160.733333333333;3533.93333333333;5.62
82.032;84;161.8;3597;5.36
82.632;85;162.933333333333;3632;5.24
83.215;83.6666666666667;164.033333333333;3676.96666666667;4.88333333333333
84.579;82;165;3721.53333333333;5.14333333333333
85.288;82.3333333333333;166.066666666667;3756.83333333333;5.22333333333333
86.285;84.6666666666667;167.133333333333;3799.96666666667;5.07333333333333
86.952;87;168.1;3845.3;5.14
88.274;85.3333333333333;169.166666666667;3888.93333333333;5.26666666666667
89.373;87;169.9;3950.1;5.13333333333333
90.032;89.3333333333333;170.866666666667;4010.86666666667;5.16666666666667
91.028;91.3333333333333;171.9;4086.06666666667;5.04666666666667
91.63;90.3333333333333;172.866666666667;4160.5;5.10666666666667
92.685;89;173.9;4231.9;4.87
94.093;87;174.866666666667;4342.2;4.29
94.892;91.3333333333333;175.633333333333;4418.7;4.41333333333333
95.677;87.3333333333333;176.466666666667;4481.8;4.58333333333333
96.794;85;177.4;4544.96666666667;4.77666666666667
98.514;86;178.4;4605.7;5.20666666666667
98.764;89;179.566666666667;4676.83333333333;5.69
100.315;84.6666666666667;180.7;4752.53333333333;5.96
100.2;79.3333333333333;181.9;4806.33333333333;6.01666666666667
100.721;77;183;4877.3;5.92666666666667
100.597;72;184.333333333333;5007.06666666667;4.64666666666667
100.906;61;185.466666666667;5133.9;3.64
100.551;54.3333333333333;186.733333333333;5251;3.12333333333333
100.948;46;187.966666666667;5369.3;1.92666666666667
101.633;46;189;5467.23333333333;1.85333333333333
102.186;46;189.966666666667;5510;1.86
102.788;42.6666666666667;190.966666666667;5614.86666666667;1.63333333333333
102.84;39.6666666666667;191.833333333333;5732.13333333333;1.35666666666667
103.148;40.3333333333333;192.466666666667;5818.56666666667;1.17
104.031;37;192.8;5935.26666666667;1.04666666666667
105.926;37.3333333333333;193.566666666667;6058.4;0.996666666666667
106.621;37.3333333333333;194.066666666667;6049.73333333333;1.00333333333333
107.402;39;195;6096.86666666667;0.983333333333333
108.325;38.3333333333333;196.233333333333;6226.36666666667;1.33333333333333
109.287;37;197.066666666667;6290.73333333333;1.75
109.977;37;198.266666666667;6376;2.23333333333333
110.786;40.6666666666667;199.5;6416.4;2.79333333333333
111.502;38.6666666666667;200.466666666667;6459.9;3.08666666666667
112.56;37.6666666666667;201.1;6545.53333333333;3.58333333333333
112.928;37.6666666666667;202.466666666667;6633.76666666667;4.10666666666667
114.264;38;203.7;6728.53333333333;4.48333333333333
115.022;33;205.433333333333;6789;4.83666666666667
115.25;29.6666666666667;206.766666666667;6864.66666666667;4.97333333333333
115.681;30.3333333333333;207.833333333333;6979.36666666667;4.91666666666667
115.696;30;208.993333333333;7083.43333333333;4.93333333333333
117.056;27.3333333333333;210.096666666667;7184.93333333333;4.8
118.425;24;211.204;7280.63333333333;4.42
118.374;21.6666666666667;212.626666666667;7382.46666666667;3.56666666666667
118.631;20.6666666666667;213.941666666667;7532.4;2.09
119.46;17.6666666666667;215.007;7634.36666666667;1.83333333333333
119.308;15.3333333333333;216.493333333333;7715.83333333333;1.82
117.369;13.3333333333333;216.836;7991.9;0.73
