# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;9
# predict;GDP252
# prediction_type;rolling
# method; GFSM_(n_components=3)
"GDP252";"HSBR";"Sfygt10";"FYAAAC"
49.886;1370;1.8;11.5766666666667
50.55;1332.66666666667;-1.19;12.83
50.766;1201;-1.43;13.1633333333333
50.778;1113;-1.15666666666667;13.9833333333333
50.979;890.333333333333;-0.206666666666667;14.92
50.594;758.333333333333;2.33666666666667;14.6166666666667
50.927;831;1.48;15.01
51.107;918;1.51;14.51
51.501;1004;3.8;13.7533333333333
52.436;1243;2.76;11.8766666666667
52.95;1457.33333333333;2.45666666666667;11.8433333333333
54.003;1668;2.14666666666667;11.57
54.962;1697.66666666667;2.48666666666667;12.3433333333333
55.829;1670.33333333333;2.88666666666667;12.41
56.31;1842.66666666667;2.77333333333333;12.2833333333333
57.117;1777;3.40333333333333;13.2133333333333
57.558;1552.66666666667;2.54666666666667;12.99
58.317;1586.33333333333;2.94;12.35
59.297;1683;3.4;12.2566666666667
59.836;1696.33333333333;3.35333333333333;11.63
60.971;1807;3.23;11.03
61.109;1743;2.59333333333333;10.5766666666667
61.619;1798;1.66;9.57333333333333
62.272;1815;1.46333333333333;9.00333333333333
63.352;1730.66666666667;1.78333333333333;8.83
63.755;1740.66666666667;1.91;8.67666666666667
63.783;1694.33333333333;1.65666666666667;8.36666666666667
64.655;1541;2.68666666666667;9.16666666666667
65.381;1513.66666666667;2.83333333333333;9.75666666666667
65.541;1416.33333333333;3.26;10.2133333333333
66.632;1402.33333333333;2.69333333333333;9.55666666666667
67.109;1452.66666666667;2.7;9.81
67.669;1445;2.09;9.96333333333333
68.463;1508.33333333333;1.23;9.51
68.718;1354.33333333333;0.666666666666667;9.68666666666667
69.042;1359.66666666667;0.363333333333333;9.48666666666667
69.699;1310.33333333333;0.263333333333333;8.96666666666667
70.018;1377;0.253333333333333;8.89
70.587;1441;0.663333333333333;9.193756
70.822;1103.66666666667;0.93;9.39505566666667
71.113;1041;1.22666666666667;9.40477533333333
70.604;909;1.40666666666667;9.294915
70.304;850;1.99333333333333;8.933249
70.918;957;2.57;8.90703033333333
71.225;963.666666666667;2.56333333333333;8.786
71.163;1012;2.80666666666667;8.445176
72.336;1101.66666666667;3.41;8.27864433333333
72.752;1055.66666666667;3.69666666666667;8.27631966666667
73.476;1092.66666666667;3.53333333333333;7.979098
74.33;1142;3.67333333333333;8.021091
74.596;1127;3.32;7.73267233333333
75.257;1115.33333333333;3.02333333333333;7.40544666666667
76.079;1218.33333333333;2.61333333333333;6.89275633333333
76.757;1368.33333333333;2.54666666666667;6.84330433333333
77.608;1333.66666666667;2.82333333333333;7.16145766666667
78.167;1381.66666666667;3.09666666666667;7.94632966666667
78.727;1374.66666666667;2.85666666666667;8.17534966666667
79.514;1377.66666666667;2.55666666666667;8.57047633333333
79.64;1254;1.74666666666667;8.280145
80.299;1278.33333333333;1.02333333333333;7.659378
80.999;1387;0.956666666666667;7.431174
81.552;1424;0.633333333333333;6.986365
82.271;1414.66666666667;0.98;7.04680566666667
83.167;1449.66666666667;1.7;7.611803
83.697;1418.33333333333;1.68333333333333;7.588212
84.394;1393.66666666667;1.36666666666667;7.233407
85.306;1421;1.50333333333333;7.42764833333333
85.703;1412.33333333333;1.65;7.574033
87.11;1461;1.19666666666667;7.169993
88.011;1474.66666666667;0.816666666666667;6.87821566666667
88.982;1602.33333333333;0.533333333333333;6.66849533333333
90.395;1550.66666666667;0.62;6.64105633333333
91.487;1613.66666666667;0.38;6.492518
92.721;1711;0.416666666666667;6.33382633333333
93.648;1705.66666666667;0.576666666666667;6.418909
95.108;1647.33333333333;1.08666666666667;6.934485
96.103;1634.66666666667;1.23333333333333;7.327518
97.291;1668;1.09666666666667;7.48599433333333
98.841;1690;0.96;7.71307966666667
99.465;1570.66666666667;0.463333333333333;7.76663466666667
100.424;1554.66666666667;-0.123333333333333;7.605319
101.27;1578;-0.45;7.40479366666667
101.687;1671.33333333333;0.233333333333333;7.076729
101.942;1652.33333333333;1.61;7.222585
102.391;1592.66666666667;1.81;7.10941666666667
104.128;1632.33333333333;2.86333333333333;6.92222733333333
104.494;1714.33333333333;3.35333333333333;6.62186266666667
105.106;1714.33333333333;3.38333333333333;6.714182
105.695;1745.33333333333;2.61666666666667;6.35104533333333
106.066;1822;2.67333333333333;6.28080666666667
106.611;1806.33333333333;2.76333333333333;6.00352533333333
107.566;1837.66666666667;2.58;5.309365
109.103;1937.33333333333;3.30333333333333;5.69599566666667
109.718;1972.33333333333;3.37;5.65520166666667
110.917;1994.66666666667;3.10333333333333;5.45405933333333
111.59;2080;3.52333333333333;5.927738
112.555;2069.66666666667;2.81666666666667;5.64336233333333
113.724;2086;2.16666666666667;5.48434833333333
114.217;2105;1.76;5.31959733333333
115.239;2137.66666666667;1.29666666666667;5.146508
116.303;2228.33333333333;0.853333333333333;5.09265766666667
116.701;2169.33333333333;0.663333333333333;5.376508
117.925;2157;0.176666666666667;5.389204
118.737;1923.33333333333;0.366666666666667;5.89494433333333
119.393;1713.33333333333;-0.01;5.680681
120.485;1581;-0.273333333333333;5.38781733333333
121.631;1581;-0.303333333333333;5.36412766666667
122.226;1481.33333333333;0.11;5.57881666666667
122.838;1335.33333333333;0.426666666666667;5.75253866666667
123.13;1160;0.87;5.52968033333333
123.395;988.333333333333;1.62;5.456143
123.77;1032.66666666667;2.26;5.6
122.572;866.333333333333;2.37;5.65333333333333
121.235;630.666666666667;2.95666666666667;5.82666666666667
