# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;9
# predict;GDP253
# prediction_type;rolling
# method; GFSM_(n_components=9)
"GDP253";"GDP255";"CPIAUCSL";"Sfygt10";"LHU27";"GDP274_2";"GDP275A";"FYAAAC";"MSONDQ";"IPS34"
17.483;29.242;32.6166666666667;0.0966666666666667;205.333333333333;80.978;25.341;5.32;18.2973333333333;27.0853333333333
17.484;29.641;32.8833333333333;-0.206666666666667;210.333333333333;81.421;25.526;5.38333333333333;17.5093333333333;27.2016666666667
17.152;30.003;32.9666666666667;0.07;194.666666666667;81.685;25.582;5.12;15.3123333333333;26.1260333333333
17.915;30.367;33.1666666666667;1.16;159;81.741;25.673;5.26333333333333;16.153;25.2366666666667
17.748;30.799;33.5;0.946666666666667;171;82.147;25.935;5.61666666666667;16.7983333333333;25.4640333333333
17.779;31.039;33.8666666666667;0.89;185;82.603;26.13;6.02666666666667;16.832;26.1148666666667
18.92;31.438;34.2;0.56;182.666666666667;83.561;26.409;6.12666666666667;22.467;26.7996666666667
19.28;31.966;34.5333333333333;0.223333333333333;149;84.269;26.67;6.25333333333333;18.0373333333333;27.3502
20.155;32.387;35;0.263333333333333;148;84.824;26.951;6.07666666666667;19.528;27.1689
20.021;32.8;35.4333333333333;0.183333333333333;141.666666666667;85.459;27.25;6.24333333333333;20.2456666666667;27.7305333333333
20.392;33.14;35.8666666666667;0.0833333333333333;121.333333333333;86.003;27.479;6.7;22.083;28.3365666666667
20.326;33.5;36.4333333333333;0.156666666666667;127.666666666667;86.696;27.869;6.88666666666667;22.4063333333333;28.4822333333333
20.27;33.831;36.9333333333333;-0.166666666666667;146.666666666667;87.23;28.278;7.06333333333333;22.2613333333333;29.1251333333333
20.169;34.292;37.5;-0.0566666666666667;138;87.71;28.624;7.46666666666667;19.9833333333333;28.8167
19.814;34.611;38.1;0.156666666666667;161.666666666667;88.018;29.012;7.89333333333333;19.544;26.9501
20.016;34.8;38.6333333333333;1.03666666666667;219;88.407;29.35;8.14;16.8673333333333;26.1965
20.071;35.234;39.0333333333333;1.13333333333333;255.333333333333;88.556;29.572;8.22;17.4866666666667;26.2836
18.624;35.508;39.6;1.5;324.666666666667;89.054;29.847;7.90666666666667;17.376;24.7835333333333
20.72;35.808;39.9333333333333;2.17666666666667;443.666666666667;89.455;29.949;7.21666666666667;18.8166666666667;26.1013333333333
21.189;36.175;40.3;1.99666666666667;501;89.928;30.245;7.47333333333333;18.9893333333333;26.4447
21.748;36.52;40.7;1.47333333333333;560;90.343;30.521;7.55666666666667;18.538;25.3665
22.716;37.098;41;1.66;585;90.44;30.722;7.3;18.9566666666667;26.5970666666667
23.268;37.685;41.3333333333333;2.59666666666667;625.333333333333;90.736;31.046;7.23333333333333;19.7273333333333;28.2749333333333
23.835;38.15;41.6;2.37333333333333;601;90.975;31.172;7.27666666666667;20.4346666666667;29.1837666666667
24.456;38.651;41.9333333333333;2.07;534.666666666667;91.334;31.455;7.20666666666667;22.2103333333333;29.6183666666667
25.783;39.389;42.3666666666667;1.51;482.333333333333;91.746;31.817;7.13666666666667;22.8476666666667;31.1943666666667
27.426;39.779;43.0333333333333;0.903333333333333;390;92.104;32.438;7.22;24.5613333333333;32.9188333333333
27.07;40.212;43.9333333333333;0.203333333333333;338;92.579;33.377;7.30666666666667;25.7443333333333;33.4669
26.794;40.454;44.8;-1.11666666666667;303.666666666667;93.108;34.222;7.58666666666667;26.711;33.9992666666667
26.106;40.652;45.9333333333333;-0.746666666666667;338;93.597;35.317;7.65;28.572;34.6194333333333
25.442;40.671;47.3;-0.563333333333333;332;94.904;36.958;7.89666666666667;29.117;33.9791666666667
25.593;41.088;48.5666666666667;-0.61;359;97.067;38.215;8.36333333333333;27.385;33.9832
25.758;41.337;49.9333333333333;-0.226666666666667;388.666666666667;100.153;39.276;8.98666666666667;28.9976666666667;33.6270333333333
23.209;41.769;51.4666666666667;0.31;455.333333333333;103.103;40.36;9.01666666666667;23.1646666666667;31.9543333333333
23.698;42.146;52.5666666666667;1.79;703.666666666667;105.069;40.974;8.70666666666667;20.8296666666667;28.568
24.136;42.612;53.2;2.65666666666667;1119.33333333333;106.598;41.214;8.87333333333333;19.6103333333333;27.2256333333333
25.699;42.86;54.2666666666667;1.96666666666667;1490.33333333333;107.531;42.078;8.91333333333333;20.272;27.6929
26.45;43.355;55.2666666666667;2.43666666666667;1559.66666666667;108.881;42.674;8.81;19.3346666666667;28.3978666666667
27.823;43.823;55.9;2.83666666666667;1524.66666666667;109.969;42.831;8.55666666666667;20.1466666666667;30.0677666666667
27.937;44.108;56.4;2.61666666666667;1327;110.644;42.955;8.53333333333333;21.0986666666667;31.0665
28.258;44.628;57.3;2.58;1244.66666666667;111.176;43.522;8.46333333333333;22.948;31.7610333333333
28.73;45.341;58.1333333333333;2.51666666666667;1281;111.756;44.076;8.18333333333333;22.792;31.9393
29.943;45.702;59.2;2.72333333333333;1193;112.834;44.868;8.03333333333333;22.76;32.7005
30.623;45.992;60.2333333333333;2.53;1071.66666666667;113.422;45.727;8.01333333333333;24.337;34.137
31.031;46.68;61.0666666666667;1.86;936.666666666667;114.411;46.253;7.94666666666667;24.794;34.3188
31.641;47.193;61.9666666666667;1.48666666666667;889;115.133;46.798;8.10333333333333;25.6473333333333;34.9284333333333
30.808;47.895;63.0333333333333;1.61666666666667;731.333333333333;116.174;47.462;8.45;26.4783333333333;35.0081333333333
33.214;48.538;64.4666666666667;1.84333333333333;670.666666666667;118.175;48.618;8.67;28.465;36.3525
32.737;48.775;65.9666666666667;1.17666666666667;631.333333333333;119.725;49.489;8.75333333333333;29.8716666666667;37.1778333333333
32.982;49.023;67.5;0.25;546.333333333333;121.734;50.371;9.02666666666667;31.129;38.3902
32.642;49.519;69.2;-0.276666666666667;559;123.4;51.733;9.29333333333333;34.203;38.3038666666667
31.888;49.979;71.4;-0.263333333333333;530;124.69;53.402;9.39;31.4266666666667;38.1161
32.813;50.169;73.7;-0.57;512;125.808;55.011;9.29;31.3563333333333;37.7680666666667
31.956;50.509;76.0333333333333;-1.39666666666667;541.666666666667;127.697;56.443;10.5433333333333;31.558;37.4743
31.528;50.637;79.0333333333333;-1.36666666666667;559.333333333333;130.431;58.472;12.1433333333333;31.6573333333333;37.4941666666667
28.003;50.338;81.7;0.86;727.666666666667;132.814;59.84;11.2033333333333;27.6873333333333;34.6559333333333
29.339;50.969;83.2333333333333;1.8;926.666666666667;134.976;61.081;11.5766666666667;28.3346666666667;32.8647666666667
30.282;51.738;85.5666666666667;-1.19;1113.33333333333;136.794;62.405;12.83;28.313;35.5551333333333
31.185;51.422;87.9333333333333;-1.43;1241.66666666667;139.064;64.172;13.1633333333333;28.745;35.5236333333333
29.919;51.852;89.7666666666667;-1.15666666666667;1134.66666666667;141.131;64.874;13.9833333333333;28.196;35.8262
30.889;51.863;92.2666666666667;-0.206666666666667;1121.33333333333;143.024;65.479;14.92;27.0816666666667;35.6676
28.602;51.954;93.7666666666667;2.33666666666667;1149.33333333333;144.529;65.993;14.6166666666667;24.435;33.7098
29.588;52.186;94.6;1.48;1274.33333333333;146.013;66.4;15.01;25.3146666666667;32.0828
29.674;52.455;95.9666666666667;1.51;1634;147.356;66.512;14.51;22.3446666666667;31.4541333333333
29.912;52.94;97.6333333333333;3.8;1900;147.283;67.368;13.7533333333333;21.1823333333333;30.4126
31.339;53.879;97.9333333333333;2.76;2382.66666666667;147.734;67.541;11.8766666666667;21.4536666666667;28.8094
31.63;54.599;98;2.45666666666667;2709.66666666667;147.69;67.504;11.8433333333333;20.403;30.2269666666667
34.013;55.388;99.1333333333333;2.14666666666667;2781.66666666667;147.811;68.313;11.57;22.2276666666667;31.8589666666667
35.351;56.204;100.1;2.48666666666667;2521.66666666667;147.666;68.81;12.3433333333333;22.8226666666667;33.5651666666667
37.144;56.849;101.1;2.88666666666667;2168.33333333333;147.803;68.917;12.41;24.2;35.3071
38.596;57.042;102.533333333333;2.77333333333333;1884.66666666667;147.468;69.693;12.2833333333333;26.5256666666667;37.1412333333333
39.477;57.601;103.5;3.40333333333333;1677;147.62;69.848;13.2133333333333;26.906;37.9753666666667
39.472;58.338;104.4;2.54666666666667;1518.66666666667;146.932;70.085;12.99;26.302;38.3832333333333
40.764;59.124;105.3;2.94;1414;147.045;70.39;12.35;25.8303333333333;38.4881333333333
42.236;60.272;106.266666666667;3.4;1336;147.061;70.919;12.2566666666667;27.334;38.3788333333333
42.719;60.828;107.233333333333;3.35333333333333;1298;147.086;71.411;11.63;25.786;38.2175
45.526;61.779;107.9;3.23;1240.66666666667;145.401;71.64;11.03;26.9786666666667;38.0372
43.828;62.333;109;2.59333333333333;1233.66666666667;145.481;72.201;10.5766666666667;27.2266666666667;38.2226
44.746;62.477;109.566666666667;1.66;1147.66666666667;144.512;72.012;9.57333333333333;26.5643333333333;38.6873
46.312;62.744;109.033333333333;1.46333333333333;1207.33333333333;144.706;70.738;9.00333333333333;25.0266666666667;38.3709
50.432;63.281;109.7;1.78333333333333;1214;144.534;71.056;8.83;24.9026666666667;38.5417333333333
49.65;63.941;110.466666666667;1.91;1176.33333333333;144.508;71.287;8.67666666666667;26.2683333333333;39.0871666666667
46.485;64.93;111.8;1.65666666666667;1124.66666666667;145.462;72.709;8.36666666666667;25.415;39.8848333333333
48.465;65.544;113.066666666667;2.68666666666667;1088.66666666667;144.95;73.444;9.16666666666667;27.5656666666667;40.7132333333333
50.486;66.153;114.266666666667;2.83333333333333;1005.66666666667;144.599;74.144;9.75666666666667;27.7323333333333;41.5737
49.029;66.743;115.333333333333;3.26;927.333333333333;144.156;74.628;10.2133333333333;29.068;43.4184
51.511;67.599;116.233333333333;2.69333333333333;868.333333333333;144.307;74.977;9.55666666666667;31.356;43.7778666666667
51.532;68.069;117.566666666667;2.7;820.333333333333;144.855;75.77;9.81;30.3556666666667;44.5972666666667
50.865;68.901;119;2.09;801.333333333333;144.655;76.73;9.96333333333333;33.5273333333333;44.9796666666667
52.289;69.453;120.3;1.23;736.666666666667;144.74;77.348;9.51;32.695;45.7570666666667
51.966;69.909;121.666666666667;0.666666666666667;679;144.371;78.317;9.68666666666667;33.356;45.7258666666667
52.71;70.236;123.633333333333;0.363333333333333;654.666666666667;143.463;80.109;9.48666666666667;33.061;45.0806333333333
53.901;70.662;124.6;0.263333333333333;593.333333333333;144.068;80.228;8.96666666666667;31.505;44.6341
52.168;71.414;125.866666666667;0.253333333333333;645.333333333333;143.992;80.714;8.89;32.6453333333333;44.4391333333333
54.545;71.612;128.033333333333;0.663333333333333;635.666666666667;143.769;82.547;9.193756;32.5023333333333;44.6375
52.737;72.528;129.3;0.93;644.333333333333;143.301;83.153;9.39505566666667;30.3893333333333;45.4702
52.178;73.11;131.533333333333;1.22666666666667;733;143.067;84.679;9.40477533333333;31.834;45.7004666666667
50.666;73.082;133.766666666667;1.40666666666667;814;142.567;86.525;9.294915;32.8003333333333;44.4226333333333
49.187;73.007;134.766666666667;1.99333333333333;907.666666666667;142.671;86.377;8.933249;30.132;42.758
49.444;73.732;135.566666666667;2.57;1044;142.3;86.635;8.90703033333333;25.7326666666667;43.0991666666667
50.226;74.038;136.6;2.56333333333333;1155.66666666667;141.554;86.844;8.786;29.687;44.371
49.398;74.47;137.733333333333;2.80666666666667;1371.66666666667;140.721;87.26;8.445176;27.873;44.7677666666667
51.33;75.355;138.666666666667;3.41;1699.33333333333;140.935;87.464;8.27864433333333;29.1143333333333;45.3099666666667
51.735;76.05;139.733333333333;3.69666666666667;1961.33333333333;140.244;87.862;8.27631966666667;31.1473333333333;46.4927
52.861;76.768;140.8;3.53333333333333;2102.66666666667;139.293;88.418;7.979098;29.706;47.0604666666667
53.953;77.343;142.033333333333;3.67333333333333;2080.66666666667;138.868;88.677;8.021091;30.1923333333333;47.6287666666667
54.483;77.73;143.066666666667;3.32;1893;137.555;88.996;7.73267233333333;29.7223333333333;48.5722666666667
56.316;78.024;144.1;3.02333333333333;1731.66666666667;137.274;88.981;7.40544666666667;31.054;49.1153666666667
56.998;78.902;144.766666666667;2.61333333333333;1765.33333333333;136.763;88.758;6.89275633333333;31.3646666666667;49.7589
58.509;79.501;145.966666666667;2.54666666666667;1797;136.697;89.157;6.84330433333333;31.795;51.2755333333333
59.917;80.226;146.7;2.82333333333333;1757.33333333333;136.613;89.009;7.16145766666667;31.9526666666667;52.5329333333333
60.617;80.631;147.533333333333;3.09666666666667;1674;136.686;89.235;7.94632966666667;33.476;54.5506333333333
61.281;81.088;148.9;2.85666666666667;1558;136.473;90.022;8.17534966666667;34.1466666666667;55.9255
63.469;81.472;149.766666666667;2.55666666666667;1476;134.661;90.153;8.57047633333333;35.2636666666667;58.1164333333333
62.233;81.992;150.866666666667;1.74666666666667;1301.33333333333;133.976;90.213;8.280145;35.829;59.6594333333333
62.956;82.752;152.1;1.02333333333333;1321.33333333333;132.733;90.564;7.659378;36.3186666666667;60.2305
64.83;83.323;152.866666666667;0.956666666666667;1248.66666666667;131.344;90.782;7.431174;37.3483333333333;61.316
66.026;83.827;153.7;0.633333333333333;1229.33333333333;129.599;90.958;6.986365;39.7153333333333;63.194
66.736;84.662;155.066666666667;0.98;1246.66666666667;128.314;91.718;7.04680566666667;38.967;64.6887666666667
68.938;85.149;156.4;1.7;1358.66666666667;126.162;92.568;7.611803;38.455;66.6470333333333
69.508;85.688;157.3;1.68333333333333;1271.66666666667;124.96;92.577;7.588212;39.0296666666667;68.6249
70.919;86.18;158.666666666667;1.36666666666667;1161.33333333333;123.066;93.403;7.233407;39.2136666666667;70.1777
72.965;86.992;159.633333333333;1.50333333333333;1119;121.207;93.833;7.42764833333333;40.8886666666667;72.6818
72.731;87.733;160;1.65;1077.33333333333;119.205;93.678;7.574033;42.0413333333333;75.4327666666667
76.065;88.717;160.8;1.19666666666667;1075.66666666667;117.404;93.801;7.169993;45.2016666666667;78.2227
77.98;89.635;161.666666666667;0.816666666666667;985.333333333333;115.966;94.026;6.87821566666667;47.387;81.4108666666667
78.327;90.663;162;0.533333333333333;956.666666666667;114.324;93.578;6.66849533333333;44.7053333333333;83.3122666666667
81.947;91.68;162.533333333333;0.62;837;113.169;93.521;6.64105633333333;45.879;83.9417333333333
84.228;92.701;163.366666666667;0.38;851.666666666667;110.565;93.973;6.492518;45.8486666666667;85.3796
89.226;92.998;164.133333333333;0.416666666666667;845.333333333333;108.464;94.213;6.33382633333333;44.015;88.8215333333333
88.891;94.083;164.733333333333;0.576666666666667;743;106.988;94.566;6.418909;45.4643333333333;90.9309
93.085;95.155;165.966666666667;1.08666666666667;742.666666666667;105.518;95.801;6.934485;45.38;93.4724333333333
95.066;96.269;167.2;1.23333333333333;715.666666666667;103.916;96.751;7.327518;48.5343333333333;96.3490333333333
95.725;97.103;168.433333333333;1.09666666666667;695.333333333333;102.293;97.575;7.48599433333333;48.143;99.381
101.097;98.53;170.1;0.96;665.333333333333;101.51;98.816;7.71307966666667;47.7786666666667;102.929033333333
98.609;99.474;171.433333333333;0.463333333333333;623;100.677;99.717;7.76663466666667;51.1323333333333;104.940733333333
100.056;100.521;173;-0.123333333333333;684.333333333333;99.595;100.562;7.605319;51.0006666666667;105.630966666667
100.238;101.475;174.233333333333;-0.45;620.666666666667;98.217;100.905;7.40479366666667;49.319;104.520033333333
101.877;101.758;175.9;0.233333333333333;695.333333333333;96.407;101.256;7.076729;46.3393333333333;101.840666666667
101.802;102.218;177.133333333333;1.61;682;94.639;102.121;7.222585;43.0956666666667;100.218166666667
102.576;102.519;177.633333333333;1.81;792.666666666667;93.251;101.895;7.10941666666667;39.775;97.9059333333333
111.051;103.114;177.5;2.86333333333333;1047;91.939;100.852;6.92222733333333;37.681;95.7059
109.858;103.579;178.066666666667;3.35333333333333;1249;90.229;100.895;6.62186266666667;36.471;96.8096666666667
110.84;104.247;179.466666666667;3.38333333333333;1557.33333333333;89.384;102.238;6.714182;37.108;99.9434
113.908;104.585;180.433333333333;2.61666666666667;1579;88.188;102.464;6.35104533333333;38.6703333333333;101.608633333333
112.404;105.055;181.5;2.67333333333333;1773.33333333333;86.95;102.76;6.28080666666667;37.1776666666667;101.638266666667
112.521;105.458;183.366666666667;2.76333333333333;1807.33333333333;85.7;104.175;6.00352533333333;36.9593333333333;102.699566666667
116.971;105.917;183.066666666667;2.58;1985.33333333333;84.02;103.423;5.309365;37.6426666666667;102.2922
121.579;106.664;184.433333333333;3.30333333333333;1993.66666666667;82.172;104.424;5.69599566666667;38.0596666666667;103.213633333333
121.783;107.415;185.133333333333;3.37;1965.33333333333;81.464;104.558;5.65520166666667;38.9443333333333;105.8595
123.502;108.502;186.7;3.10333333333333;1916.66666666667;81.012;105.918;5.45405933333333;37.875;107.3157
124.094;109.309;188.166666666667;3.52333333333333;1817;80.38;107.53;5.927738;38.68;108.6063
126.432;110.088;189.366666666667;2.81666666666667;1674.33333333333;79.382;107.903;5.64336233333333;40.8056666666667;110.149233333333
128.58;111.003;191.4;2.16666666666667;1697.33333333333;78.9;109.153;5.48434833333333;40.6336666666667;111.993366666667
128.761;111.465;192.433333333333;1.76;1633.66666666667;78.118;109.554;5.31959733333333;40.7823333333333;113.572333333333
132.478;111.946;193.633333333333;1.29666666666667;1509.33333333333;77.609;110.1;5.146508;45.9153333333333;113.974733333333
134.236;112.995;196.466666666667;0.853333333333333;1421.33333333333;76.244;113.057;5.09265766666667;44.045;115.497533333333
130.112;113.696;198.633333333333;0.663333333333333;1379.66666666667;75.419;113.712;5.376508;50.5473333333333;118.639066666667
135.877;114.149;199.566666666667;0.176666666666667;1264.33333333333;74.614;113.794;5.389204;47.6833333333333;119.777033333333
136.485;114.938;201.233333333333;0.366666666666667;1277;73.79;115.155;5.89494433333333;48.0426666666667;120.2512
137.652;115.495;203.033333333333;-0.01;1296.33333333333;72.879;116.412;5.680681;49.9126666666667;120.4909
139.081;116.612;202.5;-0.273333333333333;1095.33333333333;72.043;114.578;5.38781733333333;49.6456666666667;119.161966666667
142.162;117.494;204.426333333333;-0.303333333333333;1192.33333333333;71.27;116.025;5.36412766666667;47.5853333333333;120.099433333333
143.894;117.916;206.541666666667;0.11;1168.33333333333;70.554;117.83;5.57881666666667;50.624;122.462033333333
144.72;118.605;207.746666666667;0.426666666666667;1285.33333333333;69.426;118.682;5.75253866666667;50.1133333333333;123.7366
144.856;119.02;210.678666666667;0.87;1327.66666666667;68.445;121.092;5.52968033333333;50.203;124.7065
143.284;119.739;213.007333333333;1.62;1320;68.115;123.059;5.456143;49.0773333333333;124.3444
142.273;119.937;215.358333333333;2.26;1522;67.161;125.021;5.6;47.7586666666667;122.897366666667
136.695;119.916;218.620333333333;2.37;1879;66.716;128.129;5.65333333333333;45.4656666666667;121.072266666667
128.413;120.376;213.909666666667;2.95666666666667;2357.66666666667;65.972;122.455;5.82666666666667;37.875;109.925533333333
